extraordinário;非凡的；adj.;O concerto foi extraordinário.;
extremo;極端的；adj.;O calor extremo é perigoso.;
fábrica;工廠；s. f.;A fábrica produz mil peças por dia.;
fabricar;製造；v. t.;A empresa fabrica componentes electrónicos.;
facilidade;容易；設施；s. f.;O restaurante tem boas facilidades.;
facilitar;使容易；v. t.;A tecnologia facilita a comunicação.;
facto;事實；s. m.;O facto é que não temos tempo.;facto de
faculdade;學院；能力；s. f.;Ele estuda na faculdade de direito.;
falador;多話的；adj.;Ela é muito faladora.;
falecer;去世；v. i.;O avô dele faleceu no ano passado.;
falha;失敗；故障；s. f.;Houve uma falha no sistema.;
falta;缺乏；缺席；s. f.;Falta de recursos é o principal problema.;falta de
fama;名聲；s. f.;Ele ganhou fama internacional.;
fantasia;幻想；s. f.;Vive no mundo da fantasia.;
fardo;負擔；s. m.;O fardo da responsabilidade é pesado.;
farinha;麵粉；s. f.;Preciso de farinha para fazer o bolo.;
fase;階段；s. f.;O projecto está na fase final.;
fatal;致命的；adj.;O acidente foi fatal.;
fatia;片；份；s. f.;Queres uma fatia de bolo?;
fato;西裝；事實；s. m.;Ele vestiu um fato novo.;
factura;發票；s. f.;Paguei a factura da electricidade.;
favorecer;有利於；v. t.;As condições favorecem a equipa da casa.;favorecer a
favorito;最愛的；adj. e s. m.;O meu cantor favorito é o Zeca Afonso.;
feira;市集；展會；s. f.;Vamos à feira no sábado.;
feitiço;咒語；魅力；s. m.;A paisagem tinha um feitiço especial.;
felicidade;幸福；s. f.;A felicidade está nas pequenas coisas.;
fenómeno;現象；s. m.;O aquecimento global é um fenómeno mundial.;
feriado;節日；假期；s. m.;Amanhã é feriado nacional.;
ferimento;傷口；s. m.;O ferimento demorou a cicatrizar.;
ferramenta;工具；s. f.;Esta ferramenta é muito útil.;
férteis;肥沃的；adj.;Os solos são férteis nesta região.;
festa;派對；節日；s. f.;A festa de aniversário foi surpreendente.;
fichário;檔案夾；s. m.;Guarda os documentos no fichário.;
ficheiro;文件；檔案；s. m.;Envia-me o ficheiro em PDF.;
figura;形象；人物；s. f.;Ele é uma figura pública conhecida.;
fila;隊伍；s. f.;Havia uma longa fila no cinema.;
finalmente;終於；adv.;Finalmente, acabámos o trabalho.;
financeiro;財務的；adj.;O relatório financeiro é positivo.;
fingir;假裝；v. t.;Ela fingiu que não viu nada.;fingir que
firma;公司；s. f.;Ele trabalha numa firma de advogados.;
físico;物理的；身體的；adj. e s. m.;O exercício físico é saudável.;
fixar;固定；設定；v. t.;Vamos fixar a data da reunião.;fixar em
flagrante;明顯的；adj.;Foi apanhado em flagrante.;em flagrante
flexível;靈活的；adj.;O horário de trabalho é flexível.;
florista;花店；花商；s. m. e f.;Comprei o ramo na florista.;
fluxo;流動；s. m.;O fluxo de turistas aumentou.;
foco;焦點；s. m.;O foco do projeto é a sustentabilidade.;foco em
fogão;爐灶；s. m.;O fogão novo é elétrico.;
fome;飢餓；s. f.;Milhares de pessoas passam fome no mundo.;fome de
fonte;來源；泉源；s. f.;A fonte de informação é fiável.;fonte de
forma;形式；方式；s. f.;De forma geral, o projeto está bom.;de forma a
formação;訓練；形成；s. f.;Ele tem formação em engenharia.;
formar;組成；教育；v. t. e r.;Ela formou-se na Universidade de Coimbra.;formar-se em
fórmula;公式；配方；s. f.;A fórmula do sucesso é o trabalho duro.;
fornecer;提供；v. t.;A empresa fornece material de escritório.;fornecer a
forte;強壯的；強烈的；adj.;O vento está muito forte.;
fortuna;財富；s. f.;Ele fez fortuna com o negócio.;
fórum;論壇；s. m.;O fórum de discussão está muito ativo.;
fomentar;促進；v. t.;O governo quer fomentar o emprego.;fomentar o
fraco;虛弱的；adj.;O sinal está muito fraco.;
fragilidade;脆弱；s. f.;A fragilidade do ecossistema é preocupante.;
franco;坦率的；法郎；adj. e s. m.;Sê franco comigo.;
501；frequente；頻繁的；adj.;As visitas ao museu são frequentes durante o verão.;
502；frequentar；經常前往；參加；v. t.;Ela frequenta a academia três vezes por semana.;
503；fracasso；失敗；s. m.;O fracasso do projeto deveu-se à má gestão.;
504；fronteira；邊界；s. f.;A fronteira entre os dois países está fechada.;
505；frase；句子；短語；s. f.;Esta frase é muito difícil de traduzir.;
506；funcionar；運作；v. i.;O elevador não está a funcionar hoje.;
507；fundamental；根本的；adj.;A educação é fundamental para o desenvolvimento.;
508；furioso；憤怒的；adj.;Ele ficou furioso quando soube da notícia.;
509；futebol；足球；s. m.;O futebol é o desporto mais popular em Portugal.;
510；futuro；未來；s. m.;O futuro da empresa é incerto.;
511；gabinete；辦公室；內閣；s. m.;O gabinete do director fica no terceiro andar.;
512；galeria；畫廊；s. f.;A galeria de arte abre aos sábados.;
513；ganhar；贏得；賺取；v. t.;Ela ganhou o prémio de melhor atleta.;
514；garantir；保證；v. t.;Posso garantir que o trabalho estará pronto amanhã.;garantir que
515；garfo；叉子；s. m.;O garfo está ao lado do prato.;
516；gasolina；汽油；s. f.;O preço da gasolina subiu esta semana.;
517；gastar；花費；消耗；v. t.;Não gastes todo o dinheiro de uma vez.;gastar em
518；gasto；開支；消耗；s. m.;Os gastos com habitação são elevados.;
519；gatinhar；爬行；v. i.;O bebé começou a gatinhar aos oito meses.;
520；gelado；冰淇淋；冰凍的；s. m. e adj.;Vamos comer um gelado no parque.;
521；gelo；冰；s. m.;O gelo do北极 está a derreter.;
522；generalizar；概括；v. t.;Não se deve generalizar com base num caso isolado.;
523；geração；世代；s. f.;A geração mais jovem está mais consciente do ambiente.;
524；gerir；管理；v. t.;Ela gere uma equipa de vinte pessoas.;
525；gestão；管理；s. f.;A gestão da empresa é eficiente.;
526；gesto；手勢；姿態；s. m.;Fez um gesto de gentileza ao ajudar o idoso.;
527；girar；旋轉；v. i.;A Terra gira à volta do Sol.;
528；global；全球的；adj.;A economia global está em recuperação.;
529；golo；進球；s. m.;O jogador marcou um golo aos quarenta minutos.;
530；gordura；脂肪；s. f.;Este alimento tem muita gordura.;
531；gostar；喜歡；v. t.;Ela gosta muito de ler livros de ficção.;gostar de
532；governo；政府；s. m.;O governo anunciou novas medidas económicas.;
533；graça；優雅；笑話；s. f.;Ela tem uma graça natural ao dançar.;
534；gracioso；優雅的；adj.;O movimento do bailarino era gracioso.;
535；gradual；逐步的；adj.;A recuperação económica é gradual.;
536；grão；穀粒；s. m.;Um grão de areia pode causar irritação.;
537；gratidão；感激；s. f.;Sinto uma enorme gratidão por tudo o que fizeste.;gratidão a
538；grave；嚴重的；adj.;A situação no hospital é grave.;
539；gravar；錄製；雕刻；v. t.;Vou gravar a aula para ouvir depois.;
540；grelha；烤架；格子；s. f.;O peixe na grelha é delicioso.;
541；gripe；感冒；流感；s. f.;Ele está com gripe e não foi trabalhar.;
542；grudar；黏住；v. i. e t.;O selo gruda no envelope com água.;
543；grupo；組；團體；s. m.;O grupo de estudos encontra-se às quartas.;
544；gruta；洞穴；s. f.;A gruta tem estalactites impressionantes.;
545；guarda；警衛；守護；s. m. e f.;O guarda pediu para vermos os documentos.;
546；guardanapo；餐巾；s. m.;Põe os guardanapos ao lado dos pratos.;
547；guardar；保存；儲存；v. t.;Guarda o recibo para eventual troca.;guardar em
548；guerra；戰爭；s. f.;A guerra causou muita destruição.;
549；guia；導遊；指南；s. m. e f.;O guia explicou a história do monumento.;
550；guindaste；起重機；s. m.;O guindaste levantou as vigas de aço.;
551；guitarra；結他；s. f.;Ele toca guitarra numa banda de rock.;
552；guloso；嗜甜的；貪吃的；adj.;Ela é muito gulosa, adora chocolate.;
553；habilidade；技巧；s. f.;Ele tem muita habilidade para a pintura.;
554；habitante；居民；s. m. e f.;Os habitantes da ilha são simpáticos.;
555；hábito；習慣；s. m.;Tenho o hábito de ler antes de dormir.;hábito de
556；habitual；通常的；adj.;O horário habitual é das nove às cinco.;
557；haltere；啞鈴；s. m.;Ele usa halteres no ginásio todos os dias.;
558；harmonia；和諧；s. f.;O casal vive em perfeita harmonia.;harmonia com
559；haste；柄；桿；s. f.;A haste da bandeira partiu-se com o vento.;
560；herança；遺產；s. f.;Ela recebeu uma herança do avô.;
561；herói；英雄；s. m.;O bombeiro foi considerado um herói.;
562；hesitar；猶豫；v. i.;Não hesites em pedir ajuda se precisares.;hesitar em
563；hidratar；保濕；v. t.;É importante hidratar a pele no verão.;
564；hierarquia；等級制度；s. f.;A hierarquia na empresa é muito rígida.;
565；higiene；衛生；s. f.;A higiene pessoal é fundamental para a saúde.;
566；hipótese；假設；可能性；s. f.;Há uma hipótese de chuva para amanhã.;hipótese de
567；história；歷史；故事；s. f.;A história de Portugal é fascinante.;
568；hoje；今天；adv.;Hoje vou ao médico de manhã.;
569；homem；男人；人類；s. m.;O homem que nos ajudou foi muito simpático.;
570；honesto；誠實的；adj.;Ele é um profissional honesto e dedicado.;
571；honra；榮譽；s. f.;Foi uma honra conhecer o presidente.;
572；horizontal；水平的；adj.;Desenha uma linha horizontal no papel.;
573；horizonte；地平線；視野；s. m.;O sol pôs-se no horizonte.;
574；horário；時間表；s. m.;O horário do comboio mudou este mês.;
575；hospital；醫院；s. m.;Ela foi ao hospital fazer exames.;
576；hóspede；客人；房客；s. m. e f.;Os hóspedes chegaram ontem ao hotel.;
577；hostil；敵對的；adj.;O ambiente na reunião estava hostil.;
578；humano；人類的；adj.;O corpo humano é muito complexo.;
579；humilde；謙虛的；adj.;Apesar da fama, ele continua humilde.;
580；humilhar；羞辱；v. t.;Ninguém tem o direito de humilhar os outros.;
581；humor；幽默；心情；s. m.;Ela tem um sentido de humor fantástico.;
582；ideal；理想的；adj. e s. m.;Este apartamento é ideal para um casal.;
583；ideia；想法；s. f.;Tive uma ideia brilhante para o projeto.;
584；identidade；身份；s. f.;Precisas de apresentar o teu documento de identidade.;
585；ignorar；忽略；v. t.;Não podes ignorar os avisos.;ignorar o
586；igreja；教堂；s. f.;A igreja matriz é do século XVI.;
587；igual；平等的；相同的；adj.;Todos os cidadãos são iguais perante a lei.;igual a
588；ilegal；非法的；adj.;A venda deste produto é ilegal.;
589；ilha；島嶼；s. f.;Passámos férias na ilha da Madeira.;
590；iluminar；照亮；v. t.;As velas iluminavam a sala.;
591；ilusão；幻覺；s. f.;Ele vive na ilusão de que vai ficar rico.;
592；imaginação；想像力；s. f.;As crianças têm muita imaginação.;
593；imagem；圖像；形象；s. f.;A imagem da empresa melhorou.;
594；imediato；立即的；adj.;Preciso de uma resposta imediata.;
595；imenso；巨大的；adj.;Há uma imensa quantidade de trabalho.;
596；imigrante；移民；s. m. e f.;Muitos imigrantes vivem nesta cidade.;
597；imobiliário；不動產的；adj.;O mercado imobiliário está em alta.;
598；impedir；阻止；v. t.;O acidente impediu o trânsito.;impedir de
599；imperfeito；不完美的；未完成過去時；adj. e s. m.;O tempo imperfeito usa-se para descrever ações passadas habituais.;
600；implementar；實施；v. t.;A empresa vai implementar um novo sistema.;
601；importação；進口；s. f.;A importação de petróleo é cara.;
602；importar；進口；重要；v. t. e i.;Importa-se que abra a janela?;importar-se com
603；impor；強加；v. t.;Os pais não devem impor as suas vontades.;impor a
604；impossível；不可能的；adj.;É impossível acabar isto hoje.;
605；impresso；印刷的；adj.;O formulário deve ser preenchido a letra de imprensa.;
606；impressionante；令人印象深刻的；adj.;O espetáculo de luzes foi impressionante.;
607；imprevisto；意外的；adj. e s. m.;Houve um imprevisto e a reunião foi adiada.;
608；imprimir；打印；v. t.;Preciso de imprimir este documento.;
609；improvisar；即興創作；v. t.;O músico improvisou uma melodia linda.;
610；inaugurar；開幕；啟用；v. t.;O presidente vai inaugurar o novo hospital.;
611；incluir；包括；v. t.;O preço inclui o pequeno-almoço.;incluir em
612；incomodar；打擾；v. t. e r.;Desculpa incomodar-te, mas preciso de ajuda.;incomodar-se com
613；inconsciente；無意識的；adj.;Ele estava inconsciente depois do acidente.;
614；incorporar；合併；納入；v. t.;Vamos incorporar as sugestões no projeto.;
615；incrível；難以置信的；adj.;A paisagem era incrivelmente bonita.;
616；independência；獨立；s. f.;Portugal celebrou a independência em 1640.;
617；indicar；指示；v. t.;O sinal indica a direção do aeroporto.;indicar a
618；indignado；憤慨的；adj.;Os cidadãos estão indignados com a corrupção.;
619；indireto；間接的；adj.;A mensagem foi transmitida de forma indireta.;
620；indispensável；不可或缺的；adj.;O computador é indispensável no trabalho.;
621；individual；個人的；adj.;Cada aluno tem um plano de estudo individual.;
622；indústria；工業；產業；s. f.;A indústria automóvel está em crise.;
623；infância；童年；s. f.;A infância dela foi feliz no campo.;
624；infantil；幼稚的；兒童的；adj.;O comportamento dele foi muito infantil.;
625；infeção；感染；s. f.;A ferida causou uma infeção.;
626；inferior；下等的；較差的；adj.;A qualidade deste produto é inferior.;inferior a
627；influência；影響；s. f.;A música tem uma grande influência sobre os jovens.;influência sobre
628；informação；資訊；s. f.;Preciso de mais informação sobre o curso.;
629；informar；通知；v. t.;Vou informar a equipa sobre a mudança.;informar de
630；infraestrutura；基礎設施；s. f.;O país precisa de melhores infraestruturas.;
631；ingrediente；成分；s. m.;Os ingredientes da receita são simples.;
632；inicial；最初的；adj.;A fase inicial do projeto é a mais difícil.;
633；inimigo；敵人；s. m.;Eles eram inimigos no campo de batalha.;
634；injetar；注射；v. t.;O médico injetou a vacina.;
635；injustiça；不公平；s. f.;A injustiça social indigna muita gente.;
636；inovação；創新；s. f.;A inovação tecnológica mudou o mundo.;
637；inquerito；調查；問卷；s. m.;O inquérito revelou a opinião pública.;
638；inscrever；登記；註冊；v. t. e r.;Ela inscreveu-se no curso de fotografia.;inscrever-se em
639；inseguro；不安全的；adj.;Esta zona é muito insegura à noite.;
